,Account,Date,Transaction type,Num,Name,Memo/Description,Account full name,Account,Amount,Balance
,2800 Deferred Revenue,08/01/2024,Journal Entry,LK-22-786,,Halo NWG Monitor,2800 Deferred Revenue,,-$916.67,"$1,139,913.84"
,2800 Deferred Revenue,08/01/2024,Journal Entry,LK-22-787,,Halo NWG Advise,2800 Deferred Revenue,,"-$2,500.00","$1,137,413.84"
,2800 Deferred Revenue,08/01/2024,Journal Entry,LK-22-788,,Nat Mach MSS-VM,2800 Deferred Revenue,,"-$2,592.17","$1,134,821.67"
,2800 Deferred Revenue,08/01/2024,Journal Entry,LK-22-789,,Escalent MSS-NWGMAN,2800 Deferred Revenue,,"-$10,920.00","$1,123,901.67"
,2800 Deferred Revenue,08/01/2024,Journal Entry,LK-22-790,,Escalent MSS-VMP,2800 Deferred Revenue,,"-$1,375.00","$1,122,526.67"
,2800 Deferred Revenue,08/01/2024,Journal Entry,LK-22-791,,Zingermans MSS-PLS,2800 Deferred Revenue,,-$550.00,"$1,121,976.67"
,2800 Deferred Revenue,08/01/2024,Journal Entry,LK-22-792,,Masco NWG Mon,2800 Deferred Revenue,,"-$6,704.17","$1,115,272.50"
,2800 Deferred Revenue,08/01/2024,Journal Entry,LK-22-793,,Edcor MSS-WLAN,2800 Deferred Revenue,,-$333.33,"$1,114,939.17"
,2800 Deferred Revenue,08/01/2024,Journal Entry,LK-22-794,,Halo NWG Manage,2800 Deferred Revenue,,"-$9,572.92","$1,105,366.25"
,2800 Deferred Revenue,08/01/2024,Journal Entry,LK-22-795,,PSM MSS-FW,2800 Deferred Revenue,,-$429.17,"$1,104,937.08"
,2800 Deferred Revenue,08/01/2024,Journal Entry,LK-22-796,,Zausmer MSS,2800 Deferred Revenue,,"-$1,390.50","$1,103,546.58"
,2800 Deferred Revenue,08/01/2024,Journal Entry,LK-22-797,,Nat Mach MSS-PLS,2800 Deferred Revenue,,-$500.00,"$1,103,046.58"
,2800 Deferred Revenue,08/01/2024,Invoice,2160,"ESCALENT, INC",High-level security program assessment,2800 Deferred Revenue,Accounts Receivable,"$10,300.00","$1,113,346.58"
,2800 Deferred Revenue,08/01/2024,Invoice,2160,"ESCALENT, INC",Executive and expert-level networking and security advisory service,2800 Deferred Revenue,Accounts Receivable,"$51,500.00","$1,164,846.58"
,2800 Deferred Revenue,08/01/2024,Invoice,2160,"ESCALENT, INC",Managed vulnerability management program,2800 Deferred Revenue,Accounts Receivable,"$34,125.00","$1,198,971.58"
,2800 Deferred Revenue,08/01/2024,Invoice,2160,"ESCALENT, INC",Managed services,2800 Deferred Revenue,Accounts Receivable,"$148,567.20","$1,347,538.78"
,2800 Deferred Revenue,08/01/2024,Invoice,2161,INTEGRATED HEALTH ASSOCIATES,Executive and expert-level networking and security advisory service,2800 Deferred Revenue,Accounts Receivable,"$50,000.00","$1,397,538.78"
Total for 2800 Deferred Revenue,,,,,,,,,"$396,837.64",
,,,,,,,,,"$396,837.64",
